CODE	EN	Code-8digits
90513100-7	Household-refuse disposal services	90513100
90513200-8	Urban solid-refuse disposal services	90513200
90513300-9	Refuse incineration services	90513300
90513400-0	Ash disposal services	90513400
90513500-1	Treatment and disposal of foul liquids	90513500
90513600-2	Sludge removal services	90513600
90513700-3	Sludge transport services	90513700
90513800-4	Sludge treatment services	90513800
90513900-5	Sludge disposal services	90513900
90514000-3	Refuse recycling services	90514000
90520000-8	Radioactive-, toxic-, medical- and hazardous waste services	90520000
90521000-5	Radioactive waste treatment services	90521000
90521100-6	Collection of radioactive waste	90521100
90521200-7	Radioactive waste storage services	90521200
90521300-8	Disposal of radioactive waste	90521300
90521400-9	Transport of radioactive waste	90521400
90521410-2	Transportation of low level nuclear waste	90521410
90521420-5	Transportation of intermediate level nuclear waste	90521420
90521500-0	Packaging of radioactive waste	90521500
90521510-3	Packaging of low level nuclear waste	90521510
90521520-6	Packaging of intermediate level nuclear waste	90521520
90522000-2	Services relating to contaminated soil	90522000
90522100-3	Removal of contaminated soil	90522100
90522200-4	Disposal of contaminated soil	90522200
90522300-5	Contaminated-soil treatment services	90522300
90522400-6	Cleaning and treatment of soil	90522400
90523000-9	Toxic waste disposal services except radioactive waste and contaminated soil	90523000
90523100-0	Weapons and ammunition disposal services	90523100
90523200-1	Bomb-disposal services	90523200
90523300-2	Mine sweeping services	90523300
90524000-6	Medical waste services	90524000
90524100-7	Clinical-waste collection services	90524100
90524200-8	Clinical-waste disposal services	90524200
90524300-9	Removal services of biological waste	90524300
90524400-0	Collection, transport and disposal of hospital waste	90524400
90530000-1	Operation of a refuse site	90530000
90531000-8	Landfill management services	90531000
90532000-5	Coal-tip management services	90532000
90533000-2	Waste-tip management services	90533000
90600000-3	Cleaning and sanitation services in urban or rural areas, and related services	90600000
90610000-6	Street-cleaning and sweeping services	90610000
90611000-3	Street-cleaning services	90611000
90612000-0	Street-sweeping services	90612000
90620000-9	Snow-clearing services	90620000
90630000-2	Ice-clearing services	90630000
90640000-5	Gully cleaning and emptying services	90640000
90641000-2	Gully cleaning services	90641000
90642000-9	Gully emptying services	90642000
90650000-8	Asbestos removal services	90650000
90660000-1	Deleading services	90660000
90670000-4	Disinfecting and exterminating services in urban or rural areas	90670000
90680000-7	Beach cleaning services	90680000
90690000-0	Graffiti removal services	90690000
90700000-4	Environmental services	90700000
90710000-7	Environmental management	90710000
90711000-4	Environmental impact assessment other than for construction	90711000
90711100-5	Risk or hazard assessment other than for construction	90711100
90711200-6	Environmental standards other than for construction	90711200
90711300-7	Environmental indicators analysis other than for construction	90711300
90711400-8	Environmental Impact Assessment (EIA) services other than for construction	90711400
90711500-9	Environmental monitoring other than for construction	90711500
90712000-1	Environmental planning	90712000
90712100-2	Urban environmental development planning	90712100
90712200-3	Forest conservation strategy planning	90712200
90712300-4	Marine conservation strategy planning	90712300
90712400-5	Natural resources management or conservation strategy planning services	90712400
90712500-6	Environmental institution building or planning	90712500
90713000-8	Environmental issues consultancy services	90713000
90713100-9	Consulting services for water-supply and waste-water other than for construction	90713100
90714000-5	Environmental auditing	90714000
90714100-6	Environmental information systems	90714100
90714200-7	Corporate environmental auditing services	90714200
90714300-8	Sectoral environmental auditing services	90714300
90714400-9	Activity specific environmental auditing services	90714400
90714500-0	Environmental quality control services	90714500
90714600-1	Environmental security control services	90714600
90715000-2	Pollution investigation services	90715000
90715100-3	Chemicals and oil pollution investigation services	90715100
90715110-6	Gasworks site investigation	90715110
90715120-9	Chemical works or oil refinery waste site investigation	90715120
90715200-4	Other pollution investigation services	90715200
90715210-7	Oil depot or terminal site investigation	90715210
90715220-0	Industrial site investigation	90715220
90715230-3	Industrial waste site investigation	90715230
90715240-6	Wood treatment plant site investigation	90715240
90715250-9	Dry cleaning plants site investigation	90715250
90715260-2	Foundry site investigation	90715260
90715270-5	Recycling plant site investigation	90715270
90715280-8	Food processing plant site investigation	90715280
90720000-0	Environmental protection	90720000
90721000-7	Environmental safety services	90721000
90721100-8	Landscape protection services	90721100
90721200-9	Ozone protection services	90721200
90721300-0	Food or feed contamination protection services	90721300
90721400-1	Genetic resources protection services	90721400
